age,annual_income,employment_type,employment_stability_years,credit_score,existing_loans_count,existing_monthly_debt,requested_loan_amount,loan_tenure_months,dependents,savings_balance,risk_label,approved
60,649000.0,Freelance,8.4,669,0,0.0,1324000.0,36,3,114988.0,LOW,1
37,416000.0,Self-Employed,13.2,711,1,742.0,1540000.0,84,2,462610.0,LOW,1
54,603000.0,Self-Employed,10.7,472,1,2959.0,770000.0,24,0,17295.0,MEDIUM,1
62,703000.0,Salaried,22.1,681,0,0.0,1620000.0,12,3,32257.0,MEDIUM,1
36,509000.0,Salaried,18.0,620,5,1603.0,928000.0,24,0,129810.0,MEDIUM,1
58,183000.0,Business,22.8,792,1,351.0,282000.0,84,2,72722.0,LOW,1
22,659000.0,Salaried,0.6,900,2,5279.0,1593000.0,84,0,567890.0,LOW,1
22,672000.0,Salaried,2.0,651,0,0.0,1591000.0,24,1,688372.0,MEDIUM,1
46,359000.0,Salaried,12.9,542,3,11557.0,585000.0,84,2,151423.0,MEDIUM,0
33,250000.0,Business,15.0,689,1,585.0,862000.0,60,0,88336.0,MEDIUM,0
51,1310000.0,Salaried,6.5,663,3,17070.0,651000.0,120,0,1170183.0,LOW,1
54,726000.0,Freelance,21.4,837,1,4318.0,447000.0,120,1,409895.0,LOW,1
59,471000.0,Salaried,16.0,813,0,0.0,1868000.0,24,5,108140.0,MEDIUM,0
23,273000.0,Salaried,0.5,749,1,2135.0,837000.0,60,3,270369.0,LOW,1
28,330000.0,Business,10.0,633,1,1058.0,1081000.0,60,3,12156.0,MEDIUM,1
43,1181000.0,Salaried,23.5,734,0,0.0,2988000.0,84,2,330838.0,MEDIUM,0
34,587000.0,Self-Employed,16.0,701,0,0.0,1088000.0,84,1,437622.0,LOW,1
47,388000.0,Salaried,22.0,699,2,837.0,1020000.0,120,2,58978.0,LOW,1
49,734000.0,Salaried,23.3,555,0,0.0,472000.0,120,2,184608.0,LOW,1
59,331000.0,Salaried,2.0,764,1,2355.0,1027000.0,36,2,172740.0,MEDIUM,1
59,1330000.0,Freelance,6.1,688,1,5629.0,3060000.0,84,1,625461.0,MEDIUM,1
21,1217000.0,Self-Employed,2.2,671,2,339.0,4673000.0,120,1,1302616.0,MEDIUM,0
37,408000.0,Business,19.0,631,0,0.0,1085000.0,12,1,288226.0,MEDIUM,1
61,371000.0,Salaried,16.8,616,2,3763.0,320000.0,60,1,25721.0,LOW,1
50,150000.0,Self-Employed,11.0,705,0,0.0,310000.0,48,0,42985.0,MEDIUM,1
33,222000.0,Self-Employed,1.3,540,1,1603.0,114000.0,84,3,121527.0,LOW,1
41,242000.0,Freelance,11.1,743,1,2155.0,740000.0,84,1,214370.0,MEDIUM,0
39,586000.0,Business,15.0,595,3,18811.0,1264000.0,36,2,227193.0,MEDIUM,0
39,444000.0,Business,6.3,515,0,0.0,740000.0,60,1,315992.0,MEDIUM,1
45,241000.0,Salaried,5.2,825,0,0.0,936000.0,120,2,311829.0,MEDIUM,0
42,456000.0,Self-Employed,15.3,611,2,6936.0,1724000.0,60,0,284235.0,MEDIUM,1
51,732000.0,Self-Employed,17.6,622,1,9017.0,2800000.0,36,0,428049.0,MEDIUM,0
37,742000.0,Freelance,7.2,770,2,4842.0,829000.0,24,1,716750.0,LOW,1
43,173000.0,Salaried,17.6,828,5,2879.0,518000.0,60,1,187620.0,MEDIUM,0
52,500000.0,Salaried,27.0,557,5,3948.0,1899000.0,12,1,108684.0,MEDIUM,1
30,236000.0,Salaried,12.0,603,1,1433.0,569000.0,60,4,115851.0,MEDIUM,0
30,928000.0,Salaried,12.0,609,1,1115.0,1014000.0,36,0,428311.0,LOW,1
56,865000.0,Salaried,27.8,754,3,8763.0,2877000.0,48,2,1015582.0,MEDIUM,0
28,315000.0,Business,2.8,811,0,0.0,1120000.0,36,0,59863.0,HIGH,0
40,341000.0,Self-Employed,2.9,593,1,4082.0,990000.0,36,1,310358.0,MEDIUM,0
52,410000.0,Business,14.3,793,1,4940.0,568000.0,12,2,315854.0,LOW,1
34,150000.0,Business,16.0,623,1,1395.0,151000.0,24,5,47481.0,MEDIUM,1
48,661000.0,Salaried,12.8,706,5,16081.0,1725000.0,120,2,670206.0,LOW,1
44,459000.0,Self-Employed,9.8,578,2,9928.0,958000.0,12,3,35281.0,MEDIUM,1
35,967000.0,Salaried,17.0,670,1,10582.0,2683000.0,120,0,362579.0,LOW,1
42,280000.0,Freelance,0.1,671,3,9557.0,200000.0,12,0,234162.0,MEDIUM,0
50,373000.0,Salaried,29.0,654,1,2984.0,299000.0,60,3,332477.0,LOW,1
24,219000.0,Salaried,1.8,710,3,1657.0,360000.0,48,2,49921.0,MEDIUM,1
33,296000.0,Salaried,15.0,599,1,337.0,372000.0,36,3,271866.0,MEDIUM,0
43,266000.0,Self-Employed,3.3,609,0,0.0,689000.0,12,1,22471.0,MEDIUM,0
28,982000.0,Salaried,7.1,715,0,0.0,1630000.0,120,1,522599.0,LOW,1
38,355000.0,Salaried,7.0,787,1,1313.0,1005000.0,12,0,58958.0,MEDIUM,0
32,582000.0,Business,14.0,678,1,3543.0,1830000.0,84,3,82656.0,LOW,1
51,430000.0,Business,0.1,720,0,0.0,427000.0,24,4,467139.0,LOW,1
34,252000.0,Salaried,16.0,740,5,14284.0,933000.0,24,3,278899.0,MEDIUM,1
54,488000.0,Self-Employed,26.1,746,3,5254.0,1568000.0,84,1,377154.0,LOW,1
38,774000.0,Business,20.0,603,2,552.0,2027000.0,48,1,733989.0,MEDIUM,0
54,262000.0,Salaried,10.9,617,3,9762.0,960000.0,36,2,133733.0,HIGH,0
31,878000.0,Business,13.0,624,4,13670.0,1127000.0,12,2,705495.0,MEDIUM,1
61,325000.0,Salaried,26.8,834,2,7124.0,605000.0,60,1,57307.0,MEDIUM,1
32,404000.0,Self-Employed,13.0,720,1,2290.0,249000.0,84,1,199043.0,LOW,1
35,743000.0,Self-Employed,17.0,717,3,18476.0,1477000.0,24,1,465674.0,MEDIUM,1
51,363000.0,Self-Employed,29.0,709,2,2188.0,789000.0,12,2,332417.0,LOW,1
49,553000.0,Business,29.5,574,0,0.0,1426000.0,60,3,183331.0,MEDIUM,0
46,447000.0,Salaried,13.5,835,1,1440.0,240000.0,12,3,607875.0,LOW,1
38,584000.0,Salaried,20.0,718,1,6943.0,245000.0,48,1,513129.0,LOW,1
52,150000.0,Self-Employed,9.1,737,4,457.0,278000.0,84,0,99950.0,LOW,1
42,180000.0,Business,11.2,538,2,1236.0,180000.0,48,1,55069.0,MEDIUM,0
58,782000.0,Salaried,4.9,742,3,26190.0,2430000.0,60,1,625713.0,MEDIUM,0
37,1007000.0,Business,6.3,651,2,12085.0,2794000.0,24,2,733001.0,MEDIUM,1
43,313000.0,Salaried,19.7,574,1,2348.0,471000.0,84,3,200708.0,MEDIUM,1
44,467000.0,Salaried,15.3,603,2,7609.0,219000.0,48,5,274663.0,LOW,1
28,645000.0,Business,6.9,578,0,0.0,629000.0,24,1,253981.0,MEDIUM,0
61,819000.0,Salaried,12.1,577,1,182.0,2342000.0,60,1,629877.0,MEDIUM,0
26,160000.0,Self-Employed,8.0,684,3,5627.0,634000.0,84,2,50804.0,HIGH,0
25,318000.0,Salaried,7.0,649,2,2158.0,480000.0,120,3,215167.0,LOW,1
64,443000.0,Salaried,25.6,706,3,6318.0,1447000.0,60,2,251541.0,MEDIUM,1
49,824000.0,Self-Employed,11.6,814,1,7026.0,2891000.0,12,2,996797.0,MEDIUM,0
48,2419000.0,Self-Employed,27.4,669,2,14290.0,1157000.0,60,2,1601512.0,LOW,1
31,471000.0,Salaried,10.3,500,0,0.0,1738000.0,12,2,324230.0,HIGH,0
21,232000.0,Salaried,3.0,660,1,1329.0,470000.0,24,3,239253.0,LOW,1
63,688000.0,Salaried,29.0,775,1,7367.0,2661000.0,120,0,137623.0,MEDIUM,1
39,1194000.0,Self-Employed,11.7,673,2,8314.0,2737000.0,84,2,750535.0,LOW,1
29,577000.0,Freelance,11.0,802,0,0.0,675000.0,120,3,680571.0,LOW,1
47,314000.0,Business,8.9,716,1,3264.0,1227000.0,12,1,324150.0,HIGH,0
54,960000.0,Salaried,8.0,532,2,7832.0,1152000.0,84,3,183016.0,MEDIUM,1
64,805000.0,Salaried,17.2,688,2,8289.0,2870000.0,24,3,453200.0,MEDIUM,0
24,292000.0,Freelance,0.5,703,1,2897.0,275000.0,48,2,83994.0,MEDIUM,0
56,679000.0,Self-Employed,13.6,766,1,5394.0,1899000.0,24,1,773568.0,MEDIUM,0
38,983000.0,Self-Employed,20.0,825,4,21711.0,1791000.0,120,3,49050.0,LOW,1
35,1098000.0,Business,17.0,752,4,13719.0,4278000.0,36,0,333096.0,LOW,1
33,519000.0,Salaried,7.6,715,1,4958.0,511000.0,12,2,261730.0,MEDIUM,0
39,436000.0,Self-Employed,12.1,734,1,983.0,790000.0,48,3,130306.0,LOW,1
26,1128000.0,Freelance,8.0,666,2,26177.0,3009000.0,24,2,1198670.0,MEDIUM,0
32,261000.0,Self-Employed,14.0,562,0,0.0,1022000.0,60,0,63838.0,MEDIUM,0
57,703000.0,Salaried,2.9,683,1,7073.0,1001000.0,120,3,302076.0,LOW,1
37,238000.0,Salaried,19.0,709,0,0.0,421000.0,12,4,55934.0,MEDIUM,1
43,1024000.0,Salaried,22.6,583,0,0.0,2057000.0,24,2,899323.0,MEDIUM,0
46,463000.0,Business,13.1,786,2,4658.0,572000.0,48,3,259459.0,LOW,0
49,1157000.0,Salaried,18.5,760,1,3204.0,3846000.0,84,2,415940.0,LOW,1
53,726000.0,Salaried,2.6,570,0,0.0,465000.0,120,2,181664.0,LOW,0
47,259000.0,Freelance,14.9,789,3,2323.0,753000.0,120,0,202720.0,LOW,1
45,1270000.0,Salaried,27.0,655,3,41310.0,2890000.0,60,1,1331088.0,MEDIUM,1
30,1371000.0,Salaried,12.0,617,3,5447.0,1639000.0,84,2,1343120.0,LOW,1
43,917000.0,Salaried,10.1,766,1,11148.0,1947000.0,12,2,1139913.0,MEDIUM,1
41,342000.0,Salaried,15.9,675,0,0.0,1153000.0,120,2,154017.0,LOW,1
41,450000.0,Salaried,20.9,831,0,0.0,877000.0,48,3,569316.0,LOW,0
63,590000.0,Freelance,10.2,611,1,6317.0,443000.0,120,1,271547.0,LOW,1
33,354000.0,Business,1.9,541,0,0.0,160000.0,60,3,162595.0,MEDIUM,0
57,1492000.0,Self-Employed,15.2,657,3,8056.0,4741000.0,84,0,859335.0,MEDIUM,0
53,589000.0,Salaried,18.0,743,5,25703.0,897000.0,36,3,68419.0,MEDIUM,1
44,150000.0,Self-Employed,0.2,605,3,604.0,562000.0,60,0,30176.0,MEDIUM,0
64,662000.0,Salaried,2.9,573,2,5836.0,1710000.0,84,1,546545.0,MEDIUM,1
31,438000.0,Salaried,6.2,698,2,8015.0,838000.0,12,2,451856.0,MEDIUM,1
37,517000.0,Freelance,10.4,562,2,4472.0,1235000.0,36,2,107369.0,MEDIUM,1
24,433000.0,Salaried,1.3,704,4,6785.0,862000.0,24,4,163261.0,HIGH,0
45,877000.0,Salaried,8.8,652,2,2544.0,3202000.0,36,1,781077.0,MEDIUM,0
50,1058000.0,Self-Employed,8.3,719,0,0.0,2110000.0,36,0,288803.0,MEDIUM,0
29,640000.0,Self-Employed,11.0,569,0,0.0,438000.0,36,2,521393.0,LOW,0
41,441000.0,Salaried,4.4,783,2,9652.0,1107000.0,120,1,473578.0,LOW,1
40,527000.0,Salaried,14.9,665,1,74.0,1373000.0,120,2,467030.0,LOW,1
39,547000.0,Salaried,21.0,741,3,14212.0,1713000.0,60,4,598363.0,LOW,1
39,334000.0,Self-Employed,18.8,756,2,6418.0,1254000.0,36,2,371268.0,MEDIUM,1
32,765000.0,Salaried,14.0,587,2,10861.0,1484000.0,36,2,670170.0,MEDIUM,1
57,712000.0,Salaried,12.9,750,0,0.0,1141000.0,120,1,778502.0,LOW,1
62,1362000.0,Self-Employed,0.6,565,1,11105.0,2882000.0,24,1,771638.0,MEDIUM,1
37,1148000.0,Business,19.0,570,1,6537.0,4168000.0,36,1,196769.0,MEDIUM,0
57,358000.0,Salaried,19.0,837,2,3425.0,1405000.0,84,3,309548.0,MEDIUM,0
59,884000.0,Salaried,3.3,768,1,10402.0,3442000.0,60,2,1059130.0,MEDIUM,0
48,305000.0,Self-Employed,13.9,845,5,18528.0,351000.0,48,2,414765.0,MEDIUM,0
61,820000.0,Business,27.5,650,2,13351.0,1754000.0,120,2,642560.0,LOW,1
55,396000.0,Salaried,6.2,688,2,1953.0,499000.0,48,3,314765.0,LOW,1
38,292000.0,Salaried,13.8,722,3,4904.0,485000.0,60,2,326389.0,LOW,1
34,639000.0,Salaried,13.8,679,5,19830.0,267000.0,60,4,224010.0,LOW,1
55,150000.0,Salaried,24.3,620,0,0.0,134000.0,36,2,27161.0,LOW,1
64,189000.0,Self-Employed,24.7,608,3,4733.0,334000.0,60,0,58631.0,MEDIUM,1
61,486000.0,Salaried,22.8,697,0,0.0,802000.0,36,0,528893.0,LOW,1
27,568000.0,Business,9.0,594,1,4831.0,756000.0,12,1,130694.0,MEDIUM,0
61,433000.0,Self-Employed,2.2,592,0,0.0,499000.0,24,0,104270.0,MEDIUM,0
33,209000.0,Self-Employed,10.5,711,2,4058.0,642000.0,24,1,53726.0,MEDIUM,0
38,331000.0,Salaried,20.0,672,1,876.0,460000.0,24,0,182935.0,LOW,1
57,683000.0,Self-Employed,21.1,754,2,11208.0,1990000.0,120,1,682694.0,LOW,1
33,766000.0,Salaried,15.0,646,2,2183.0,1275000.0,12,1,325392.0,MEDIUM,0
56,535000.0,Business,13.6,633,2,1531.0,1748000.0,24,1,71892.0,MEDIUM,1
51,1082000.0,Freelance,19.0,713,1,482.0,994000.0,36,2,950243.0,LOW,1
22,686000.0,Salaried,3.7,615,3,23416.0,606000.0,84,1,427799.0,MEDIUM,0
36,345000.0,Salaried,4.5,627,2,5214.0,971000.0,48,3,175108.0,MEDIUM,0
29,457000.0,Salaried,11.0,630,1,2068.0,1684000.0,24,0,453271.0,MEDIUM,1
29,233000.0,Self-Employed,11.0,663,5,11472.0,193000.0,120,1,123417.0,HIGH,0
58,506000.0,Self-Employed,28.5,821,1,3960.0,290000.0,24,3,510889.0,LOW,1
31,1053000.0,Business,11.0,569,1,8162.0,3957000.0,36,2,180870.0,HIGH,0
42,815000.0,Business,24.0,783,2,9923.0,598000.0,84,4,460238.0,LOW,1
53,1253000.0,Salaried,16.3,739,0,0.0,1537000.0,36,0,364100.0,LOW,1
56,451000.0,Self-Employed,7.3,805,1,1457.0,1686000.0,24,1,222483.0,MEDIUM,0
65,1212000.0,Self-Employed,5.7,900,3,4958.0,3964000.0,60,0,903654.0,LOW,1
43,481000.0,Self-Employed,4.3,794,0,0.0,754000.0,12,1,127728.0,MEDIUM,1
65,1307000.0,Self-Employed,13.6,754,1,4062.0,5008000.0,120,2,1316881.0,MEDIUM,0
65,533000.0,Self-Employed,0.7,575,2,5998.0,1280000.0,48,2,196959.0,MEDIUM,0
54,826000.0,Self-Employed,13.4,585,2,7298.0,469000.0,48,0,705328.0,LOW,1
29,1309000.0,Self-Employed,11.0,708,2,4686.0,3798000.0,120,2,1044482.0,LOW,0
44,481000.0,Self-Employed,20.1,544,3,17287.0,1100000.0,12,3,86077.0,HIGH,1
28,616000.0,Business,10.0,729,1,7187.0,1490000.0,120,1,483669.0,MEDIUM,0
27,1171000.0,Self-Employed,3.6,509,2,2477.0,4658000.0,24,0,53308.0,HIGH,0
56,499000.0,Self-Employed,14.2,772,2,10321.0,431000.0,24,0,518164.0,LOW,1
38,245000.0,Self-Employed,8.6,654,1,1496.0,669000.0,24,1,255499.0,MEDIUM,0
23,1955000.0,Salaried,1.3,690,4,75633.0,3905000.0,24,2,1524362.0,MEDIUM,0
48,408000.0,Salaried,5.4,620,3,2313.0,533000.0,24,3,382799.0,MEDIUM,0
26,594000.0,Salaried,8.0,528,1,982.0,1702000.0,84,5,160524.0,MEDIUM,0
64,1081000.0,Self-Employed,17.6,778,2,24073.0,2997000.0,48,5,615808.0,MEDIUM,0
64,375000.0,Self-Employed,15.4,786,2,8417.0,1301000.0,24,2,216425.0,MEDIUM,0
41,295000.0,Freelance,23.0,651,1,1718.0,1048000.0,36,0,44465.0,MEDIUM,1
48,629000.0,Salaried,6.9,732,3,20525.0,1496000.0,60,1,609308.0,HIGH,0
60,184000.0,Salaried,11.3,648,2,3070.0,277000.0,24,1,99746.0,MEDIUM,0
21,455000.0,Salaried,2.4,703,2,2104.0,1028000.0,84,3,266716.0,MEDIUM,0
56,626000.0,Salaried,15.8,740,0,0.0,1020000.0,36,0,518963.0,LOW,1
41,460000.0,Business,12.1,724,1,782.0,610000.0,48,2,108908.0,LOW,1
63,214000.0,Salaried,0.9,787,1,2070.0,501000.0,36,2,227539.0,MEDIUM,0
55,1406000.0,Self-Employed,22.6,721,2,34632.0,3845000.0,12,1,645752.0,MEDIUM,0
33,575000.0,Self-Employed,15.0,682,2,7854.0,1429000.0,12,1,70951.0,MEDIUM,1
30,1275000.0,Self-Employed,12.0,619,0,0.0,4885000.0,36,1,279362.0,MEDIUM,1
64,462000.0,Business,25.7,641,1,4309.0,649000.0,24,1,134323.0,LOW,1
30,319000.0,Salaried,12.0,744,1,894.0,535000.0,24,1,80376.0,MEDIUM,1
33,635000.0,Salaried,7.0,559,2,5334.0,1759000.0,84,0,153420.0,MEDIUM,0
57,475000.0,Business,0.4,768,2,4896.0,1198000.0,24,0,600358.0,MEDIUM,0
58,267000.0,Business,19.6,657,1,1984.0,82000.0,84,0,158727.0,LOW,1
44,1305000.0,Salaried,14.8,614,0,0.0,1899000.0,36,1,803690.0,MEDIUM,1
22,372000.0,Salaried,4.0,592,1,1182.0,461000.0,12,2,69291.0,MEDIUM,1
42,179000.0,Salaried,20.8,733,1,1054.0,610000.0,12,2,16406.0,MEDIUM,0
37,1199000.0,Salaried,19.0,678,2,22527.0,4203000.0,48,2,444237.0,MEDIUM,0
56,399000.0,Freelance,15.3,807,0,0.0,539000.0,120,1,414839.0,LOW,1
34,375000.0,Self-Employed,12.8,578,1,2404.0,254000.0,84,2,201402.0,LOW,1
30,187000.0,Salaried,8.6,633,2,675.0,198000.0,120,1,8451.0,LOW,1
55,1536000.0,Business,14.3,672,4,41407.0,1464000.0,12,1,1345824.0,MEDIUM,1
45,249000.0,Self-Employed,26.2,619,5,11949.0,293000.0,12,4,33608.0,MEDIUM,1
23,560000.0,Salaried,3.2,680,4,6635.0,654000.0,60,2,286621.0,MEDIUM,1
58,934000.0,Freelance,29.3,705,2,19835.0,1938000.0,12,3,1081722.0,MEDIUM,1
37,696000.0,Business,19.0,718,2,5826.0,1032000.0,36,4,123887.0,MEDIUM,1
32,521000.0,Business,14.0,800,2,2485.0,1235000.0,84,2,566889.0,LOW,1
44,195000.0,Self-Employed,9.9,575,3,3403.0,307000.0,24,1,146347.0,MEDIUM,0
49,332000.0,Business,6.7,707,4,14543.0,1100000.0,36,2,178865.0,MEDIUM,0
63,605000.0,Salaried,8.3,628,1,521.0,2310000.0,84,1,612492.0,MEDIUM,1
45,337000.0,Self-Employed,1.5,714,1,1380.0,605000.0,24,5,131026.0,MEDIUM,0
56,610000.0,Freelance,14.3,714,1,4980.0,295000.0,24,3,242581.0,LOW,1
46,813000.0,Salaried,1.7,601,2,7268.0,965000.0,48,3,143452.0,MEDIUM,0
58,963000.0,Business,21.6,607,2,1705.0,652000.0,84,2,371506.0,LOW,1
21,259000.0,Self-Employed,2.2,720,3,3225.0,408000.0,12,0,98172.0,MEDIUM,1
40,2019000.0,Salaried,6.0,681,1,20719.0,5425000.0,48,3,1392678.0,MEDIUM,1
48,856000.0,Business,16.3,662,1,10358.0,1900000.0,24,0,67435.0,HIGH,0
36,540000.0,Salaried,18.0,732,5,1343.0,647000.0,120,0,217026.0,LOW,1
37,1039000.0,Self-Employed,19.0,738,0,0.0,3261000.0,60,3,47882.0,LOW,1
60,2234000.0,Salaried,14.8,637,0,0.0,1757000.0,60,1,91596.0,LOW,1
48,228000.0,Freelance,23.3,611,2,3878.0,261000.0,120,3,187311.0,LOW,1
32,472000.0,Salaried,14.0,579,0,0.0,1322000.0,84,1,335752.0,MEDIUM,1
47,150000.0,Salaried,26.8,682,1,28.0,154000.0,48,3,126279.0,LOW,0
62,607000.0,Salaried,6.1,566,1,5895.0,1707000.0,48,2,208491.0,MEDIUM,1
50,673000.0,Freelance,25.8,687,0,0.0,2635000.0,12,2,538079.0,MEDIUM,0
61,528000.0,Business,9.0,777,2,4028.0,1783000.0,48,3,190831.0,HIGH,0
54,365000.0,Business,28.2,651,1,4371.0,326000.0,120,5,129129.0,LOW,1
57,158000.0,Self-Employed,8.4,637,1,1946.0,352000.0,48,0,94801.0,LOW,1
26,676000.0,Self-Employed,8.0,839,0,0.0,1259000.0,36,2,668359.0,LOW,1
27,1294000.0,Salaried,9.0,800,2,18145.0,5136000.0,48,4,497567.0,MEDIUM,0
52,379000.0,Self-Employed,4.4,618,1,2649.0,1466000.0,84,1,263200.0,MEDIUM,0
52,704000.0,Salaried,29.2,691,1,3981.0,542000.0,48,1,769561.0,LOW,1
45,211000.0,Freelance,2.6,706,1,2439.0,773000.0,84,2,125055.0,MEDIUM,1
53,711000.0,Business,6.6,696,1,6701.0,722000.0,120,1,346906.0,MEDIUM,0
27,427000.0,Salaried,9.0,825,1,4081.0,633000.0,84,1,150838.0,LOW,1
32,342000.0,Salaried,14.0,686,1,1152.0,550000.0,36,0,145350.0,LOW,1
36,342000.0,Business,14.7,698,4,7427.0,466000.0,24,0,213510.0,MEDIUM,0
36,427000.0,Salaried,16.5,735,3,7805.0,1476000.0,84,2,489260.0,MEDIUM,1
63,680000.0,Salaried,20.8,775,2,5082.0,1034000.0,120,4,248650.0,LOW,1
56,246000.0,Salaried,29.0,754,0,0.0,817000.0,120,3,78705.0,LOW,1
33,426000.0,Self-Employed,15.0,723,2,1346.0,1695000.0,24,1,487728.0,MEDIUM,0
27,527000.0,Business,6.7,555,0,0.0,1798000.0,36,2,292360.0,HIGH,0
56,279000.0,Salaried,9.1,640,2,1420.0,441000.0,12,2,216944.0,MEDIUM,1
29,1588000.0,Salaried,2.9,745,1,4809.0,4655000.0,48,2,1630025.0,LOW,1
52,324000.0,Self-Employed,19.3,700,3,3104.0,737000.0,84,4,41879.0,MEDIUM,0
31,362000.0,Business,5.4,746,4,8248.0,1162000.0,12,3,223605.0,MEDIUM,0
28,300000.0,Salaried,7.7,830,1,1911.0,260000.0,60,0,69742.0,LOW,1
53,1590000.0,Salaried,26.6,585,1,6139.0,4231000.0,12,3,960676.0,MEDIUM,1
43,753000.0,Freelance,9.8,771,2,17080.0,2381000.0,120,0,916596.0,MEDIUM,0
45,308000.0,Freelance,17.0,653,0,0.0,960000.0,48,2,28845.0,LOW,1
28,1049000.0,Freelance,10.0,754,4,41303.0,4055000.0,24,1,389426.0,MEDIUM,1
65,610000.0,Business,2.2,676,1,7047.0,315000.0,48,3,675672.0,LOW,1
42,631000.0,Salaried,10.9,850,0,0.0,997000.0,84,0,34437.0,LOW,1
24,439000.0,Salaried,2.0,690,2,4696.0,906000.0,48,1,83642.0,MEDIUM,0
60,345000.0,Salaried,26.9,628,0,0.0,499000.0,48,0,39360.0,MEDIUM,1
23,662000.0,Salaried,3.4,713,0,0.0,957000.0,12,4,599294.0,MEDIUM,0
49,390000.0,Freelance,11.4,705,2,87.0,371000.0,120,0,343106.0,LOW,1
61,1607000.0,Business,23.5,771,2,32782.0,5316000.0,24,0,1607457.0,MEDIUM,1
49,252000.0,Business,22.8,715,2,703.0,922000.0,24,2,231904.0,MEDIUM,0
54,1358000.0,Salaried,23.9,878,2,33797.0,821000.0,84,2,1668577.0,LOW,1
54,505000.0,Freelance,28.6,671,0,0.0,441000.0,12,2,433244.0,MEDIUM,0
48,647000.0,Business,23.9,672,1,4691.0,741000.0,12,1,356716.0,MEDIUM,1
33,891000.0,Salaried,12.2,631,1,1722.0,1945000.0,12,1,691435.0,MEDIUM,1
35,370000.0,Business,17.0,686,5,11918.0,1194000.0,60,1,254454.0,MEDIUM,0
43,908000.0,Salaried,15.3,698,0,0.0,512000.0,60,1,403540.0,LOW,1
64,150000.0,Salaried,8.3,702,1,473.0,398000.0,48,3,145691.0,MEDIUM,1
46,351000.0,Self-Employed,9.1,685,4,14558.0,299000.0,84,4,313618.0,MEDIUM,1
24,310000.0,Self-Employed,4.0,631,5,7375.0,1207000.0,60,2,64146.0,HIGH,1
46,255000.0,Salaried,4.3,609,3,4310.0,924000.0,120,0,14387.0,HIGH,0
60,475000.0,Salaried,5.5,649,0,0.0,1811000.0,12,0,170694.0,MEDIUM,1
29,681000.0,Freelance,1.9,771,2,1495.0,472000.0,12,1,367621.0,LOW,0
25,824000.0,Self-Employed,7.0,788,1,6125.0,1735000.0,12,0,216918.0,MEDIUM,1
52,624000.0,Business,27.9,673,3,13530.0,569000.0,24,2,591749.0,MEDIUM,0
40,362000.0,Salaried,17.6,604,0,0.0,913000.0,84,2,23389.0,MEDIUM,0
31,674000.0,Salaried,13.0,673,0,0.0,783000.0,120,0,372245.0,LOW,1
35,582000.0,Salaried,5.5,847,1,6860.0,1834000.0,24,1,71223.0,MEDIUM,0
52,948000.0,Salaried,27.1,759,0,0.0,2543000.0,60,2,655919.0,LOW,1
48,861000.0,Salaried,15.2,724,2,9819.0,2079000.0,120,0,494198.0,MEDIUM,0
42,550000.0,Salaried,2.0,757,3,10355.0,1844000.0,36,4,541285.0,MEDIUM,1
61,315000.0,Self-Employed,4.2,803,2,5695.0,678000.0,36,2,293328.0,MEDIUM,0
37,365000.0,Salaried,9.3,587,1,3048.0,474000.0,12,1,295143.0,MEDIUM,1
46,389000.0,Business,1.3,648,3,3251.0,1010000.0,24,0,230501.0,HIGH,0
64,447000.0,Salaried,9.3,637,0,0.0,1717000.0,84,2,384994.0,LOW,1
27,635000.0,Self-Employed,1.8,726,1,7535.0,1603000.0,48,1,553034.0,MEDIUM,1
62,830000.0,Salaried,7.1,692,1,2709.0,2183000.0,60,4,741906.0,MEDIUM,0
46,524000.0,Self-Employed,8.0,740,0,0.0,1969000.0,24,1,392510.0,MEDIUM,0
45,546000.0,Salaried,27.0,639,0,0.0,1205000.0,12,4,415205.0,MEDIUM,0
30,589000.0,Freelance,7.1,789,1,2211.0,2348000.0,12,2,324291.0,MEDIUM,0
65,397000.0,Business,7.2,674,4,12613.0,354000.0,36,0,50638.0,MEDIUM,1
39,310000.0,Self-Employed,20.6,735,3,1254.0,709000.0,84,4,163725.0,LOW,1
31,188000.0,Salaried,13.0,775,1,2279.0,204000.0,120,0,48405.0,LOW,1
33,356000.0,Self-Employed,11.6,769,0,0.0,704000.0,84,1,290312.0,LOW,1
28,718000.0,Business,10.0,708,0,0.0,669000.0,12,4,240530.0,MEDIUM,0
60,354000.0,Salaried,10.2,745,1,2375.0,398000.0,120,3,417377.0,LOW,0
24,469000.0,Self-Employed,2.4,819,0,0.0,507000.0,12,2,188231.0,MEDIUM,0
51,715000.0,Business,9.9,721,0,0.0,1061000.0,48,1,108777.0,MEDIUM,0
48,739000.0,Business,18.3,621,2,8144.0,590000.0,60,2,661403.0,MEDIUM,0
31,283000.0,Business,11.0,726,2,2120.0,932000.0,48,2,146810.0,LOW,1
63,983000.0,Business,20.2,677,1,3834.0,1098000.0,120,5,411547.0,LOW,1
21,1063000.0,Freelance,3.0,492,2,20696.0,1957000.0,36,3,742950.0,MEDIUM,0
58,274000.0,Salaried,21.0,716,2,37.0,98000.0,24,3,214645.0,LOW,1
44,330000.0,Self-Employed,10.4,689,1,3090.0,227000.0,84,5,204397.0,MEDIUM,0
51,1104000.0,Business,13.7,772,0,0.0,3992000.0,36,2,492424.0,MEDIUM,0
